Sentences,Explicit Bias,Implicit Bias,Emotional Intensity,Irony
恐同？恐怕是同性恋！,1,1,1,1
突然发现姓同的都很贱，同事同学同性恋啊啊啊啊啊啊啊啊啊，啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1,1,1,0
还是想说比较是不幸福的来源总是跟别人比什么时候会幸福呢或许不自由但足够有钱或许自由但没钱或许有钱又自由但总是会有自己得不到的东西自己的烦恼我都不太记得上一次全家一起出去玩是什么时候可能是十年前我们每个人每个月都有要还的债为了钱一天假也不敢请不是说活不起了但是可以有余下的钱大家一起出去玩或者带上老人出门的钱的时间都没有我想读研不说能不能读上学费怎么分担又是一个事但能说我就不幸福吗我在家的时候一切都围着我转我不在家的时候也一样我有我的人生我的自由有我的父母给我托底不理解我的爱好但不会逼迫我我就算是个不学无术抽烟纹身喝酒穿孔的死同性恋家里人也照样爱我尊重我的选择有些人不行,1,0,1,0
甚至评论的观点也是我思考到的一部分……问题关键并不在于“同性恋”，而是父权社会中根本没有正常的健康的“异性恋”,0,0,0,1
 同性恋咋还不跳txl舞,1,1,1,1
翘首以盼章姨在泰兰德这块风水宝地给我带来新的同性恋meme素材,0,0,0,0
感觉我爸看我桌上摆一堆男的应该挺高兴的，内心是女儿终于不是同性恋了,0,1,1,0
不同学科之间的名词定义和视角挺有意思的。社会学认为，社会性边缘越强，就能更好地运用社会学观点。对某些类别的人而言，成为局外人——不是主流群体中的一部分——却是日常经历。美国长大的非裔歌手创作饱含对种族歧视的痛苦。作为社会主流的白人，却很少意识到自己的种族身份以及种族身份给他们带来的特权，他们相信种族只对有色人种有影响，而对他们没有影响。那些生活在社会边缘的人们，不仅是少数名族、还包括女性、同性恋、残疾人及老年人，更能意识到社会的一些特征。我们必须退出熟悉的日常生活，用一种全新的好奇心来重新观察我们的生活。提到边缘性，只能想到X行为和人格障碍。心理学上的边缘性是一种病症，潜移默化在普通人际会认为这个人是不同寻常的、有明确贬含义的'特质'默沙东网站的BPD等其他精神、心理障碍对韩漫作者而言是个巨大的出品快乐屋。化用参考一段话：“首先确信cp是真爱无疑的，骨架是高度凝练的，描述美好的品质，添加或大或小的波折并最终走向光明的结局。如此炮制，其余靠看作者锦上添花的能力，缺陷也可以被爱补全。”,0,0,0,0
悉尼同性恋情谋杀案！知名电视台主持及男友遭谋杀，凶手竟是新州警察？恐怖细节曝光这是澳大利亚最令人震惊的谋杀案之一。岁的JesseBaird是前第频道电视节目主持人，他的澳航乘务员伴侣LukeDavies现年岁，两人自周一起失踪。O网页链接澳洲谋杀同性恋,0,0,0,0
果然还得是同性恋有品,0,0,0,0
#荷兰男子捐精生下1000个娃#荷兰男子15年来疯狂捐精，今有上千个孩子？！被曝后坚称在做好事最近，Netflix上映了一部纪录片《千娃之父(TheManwith1000Kids)》。一千个孩子，同一个老爸？！听名字就知道这部纪录片很疯狂，实际上，纪录片一点都没夸大。这世界上，真的有人热爱繁殖，甚至不惜全世界广撒网，来回捐精多达上千次…这个“千娃之父”，就是如今正处于舆论漩涡中的荷兰人，JonathanJacobMeijer，Meijer今年42岁，职业是一名音乐家和油管博主。从照片看来，很难想象Meijer是多达一千个娃的亲生父亲。实际上，这些孩子出生成长在世界各地，从Meijer的祖国荷兰，到欧洲其他国家，再到南美洲、澳洲，Meijer的基因足迹遍布全球…但如今，曾开心接受了他的精子的大量同性夫妇或者单亲妈妈，还有正常家庭，都对Meijer无比愤怒…所以，这一切到底是怎么开始的呢？Meijer第一次捐精是在2007年，他27岁的时候。当时的捐精者和精子库的概念在欧洲来说都还比较新，而当Meijer听说很多渴望孩子的家庭急需一颗生命力旺盛的精子时，他觉得他能够帮上忙。初期Meijer会去精子库捐赠精子，结果还捐上瘾了。他觉得这实在是个好主意，既能帮助渴望生育的家庭，又能免费生下自己的很多孩子，何乐而不为呢？后来，他发现在网上社区也能找到渴望精子的单身女性和同性夫妇，他就绕过了精子诊所和精子银行等第三方机构，直接约她们线下见面。在这种完全脱离机构的捐赠过程中，Meijer会直接提议“自然捐赠”，也就是发生关系，把新鲜的精液直接留存在需要受孕的女性体内。通过正规和非正规途径，Meijer在短短10年间，居然捐赠次数多达上百次！2017年，Meijer在荷兰面临民事诉讼，法庭文件指出他在荷兰繁殖了超过100名孩子…在荷兰，法律规定捐精者一生最多只能捐赠25次精子。很明显，Meijer的捐赠次数已经完全超标了。那之后，荷兰官方强行要求他不准再捐精造娃。但你以为Meijer就这样停止造娃的步伐了吗？并不，荷兰本国捐不了了，那就去外国捐，茫茫人海总有需求…接下来，Meijer就真的就跑到邻国和世界各地去捐精了，在接下来至少2年的时间里，他造了不少混血娃。2019年，他终于停住了捐精的步伐，但仅限停止给“生人”捐赠，如果是受捐者的家庭成员有需求，他也会慷慨提供自己的精子。2023年，他的全球捐精行动终于宣告结束。然而在得知了Meijer的无数次捐精史后，有外国的受捐者怒而起诉了Meijer欺骗和妨碍这些捐精孩子未来正常的恋爱生活。最终，Meijer完全败诉，荷兰法院下令Meijer必须即刻停止所有捐精行为，否则每次违规都会被罚款10万欧元。在这场审判中，Meijer最终承认了一个可怕的事实——他的确已经造出了500个左右的孩子。然而法庭给出了比这还夸张的数字：他们搜集证据后，认为Meijer极有可能在全球范围内繁育了超过千个孩子…于是，如今Netflix推出了关于Meijer的纪录片，直击这场疯狂的捐精造娃骗局…Meijer通过监管的漏洞，各个商业精子库之间的信息不互通，成功地多次撒谎骗过机构工作人员和求娃心切的女性们。无数得知真相的女性们崩溃不已——在捐精前，她们大多数只听说Meijer有过几次或者几十次捐精行为，从未预计Meijer的真实捐精次数多达上千次…有单身女性反映，当Meijer提出要和她“自然捐赠”时，她很明显被Meijer当场诱骗了，屈于压力完成了自然受精过程，却给自己留下了很深的心理创伤。尤其是，当时Meijer还信誓旦旦说“放心吧我对此事绝对保密”，结果如今真相大白：他似乎打着捐精的幌子到处揩油…除了受捐的个人和家庭被Meijer的谎言打击到，真实的危害也存在着——Meijer在全世界各地生下的孩子们，极有可能在成年后爱上彼此，然后在不知情的情况下组建家庭，生育子女，然而事实上，他们是同父异母的亲兄弟姐妹…考虑到如今环球旅行的便利程度，这样离谱的情节，并非低可能性世界。还有专家指出，像这种从小没有任何联系，成年后才开始相处的有血缘关系的兄弟姐妹，由于缺乏童年的联系，在成年后的首次相遇中更容易产生一些类似爱情的情愫，殊不知，这都是他们体内的一半同样的DNA在作祟。他们会误以为对方很“熟悉”，像一位家人，很像自己，从而错误地坠入爱河。而一旦这种同父异母的兄弟姐妹在一起生育了下一代，下一代的基因缺陷可能性就会成倍增长。要是等到那个时候大家才回过神来去做DNA测试，不仅对孩子的病情于事无补，夫妻俩的感情也可能受到重创…面对这么严重的乱伦后果，如今，Meijer却完全不承认自己有任何过错，甚至，他还在自己的油管频道上推出了一个视频，解释自己为什么是个好的捐精者。“我提供的东西比精子库更好。我直接提供新鲜精子，这比冷冻精子更好。我免费提供，他们不必付钱给我。对比通过第三方，他们可以联系我。他们可以问我任何他们想问的问题。这怎么会误导人？这怎么会是假的？他补充说：“当我开始做私人捐精者时，我对我帮助过的人数持开放态度。如果我说‘哦，我帮了50次’，至少我给出的是一个大概的数字。这样他们就能看出他是一个大规模捐精者。我给他们的比诊所提供的还多。所有这些过时的观点，如‘近亲繁殖的恐惧’、‘身份危机’。我们现在已经到了2024年！我们到处都能看到女同性恋夫妇。我们到处都能看到单身妈妈。我们知道捐献者正在帮助家庭。这些过时的观点，我们应该停止把它们投射到这些孩子身上。“如果你想要独享一位捐精者，你就该诊所，支付1万欧元，然后你的捐献者就是独享的。如果你不想和别人有一样的捐精者，你为什么还要选择这条路？这部纪录片中的这些妈妈，她们装模作样，我不知道为什么。也许她们受伤了，就把这个强加给我。”Meijer还表示，自己作为“私人捐精者”，其实难处非常多：“我很坦诚，我给出了我的地址，但当我决定不帮助某人时，他们就站在我家门口。谁来保护我？我在银行没有钱，也没有律师。我非常脆弱，私人捐献者没有保护。”除此之外，Meijer还声明自己是个很传统的人，渴望一位传统的妻子，和他一起组建多子女的大家庭：“我想有一个大家庭。但现代社会很难找到一个也想拥有一个具有传统价值观的传统家庭的女性。我总是谈论自然部落，我很想那样生活。但大多数女性对此不感兴趣。她们想有一份事业或专注于物质主义。我想在一个小农场里过着非常简单的生活，自给自足。”最后，Meijer还强调生育这么多孩子“绝对没有错”…听完Meijer的辩解，网友们倒是有的表示理解，有的依然愤怒：“他们不应该责怪精子库吗？精子库不是受到监管的吗？他们应该是阻止捐献者的人。”“我认为他没有做错什么。女人想要精子。他给了。得到她们想要的东西的人不应该抱怨。所有使用捐献精子的母亲都应该告诉他们的孩子：在生孩子之前，接受DNA测试。”“他肯定是个自恋者，说自己没做错什么。也是一个头脑简单的投机者。最终，托他的福，一些人可能会被建议在结婚或生育之前接受基因检测。”“我的同父异母兄弟就是1000个孩子中的一个。他当时告诉我们，他只有4个其他捐献的孩子，仅此而已。他对一切都撒了谎……我不知道为什么人们要保护他……是的，妈妈们得到了他们想要的孩子，但我的兄弟有可能和他的同父异母亲妹妹生孩子……”“你知道，这种情况曾经是一场喜剧。确实如此。但现在，这显然是一种卑鄙的行为。”不管如何，希望那1000多个孩子的生活，不会被这位“父亲”的行为影响到吧...来源：带你游遍英国(头条号),0,0,1,0
杀戮天使好像亚当手底下的一支深柜女同性恋大军,1,1,1,0
要去台湾交换了，爸爸妈妈我去同性恋存在的地方同性恋合法的地方搞同性恋了互粉,0,0,0,0
同性恋去死活,1,1,1,0
最该死的那种同性恋就是像评论罗伯特一样看到icespice就自动回复一切都是淡淡的,1,1,1,0
梦里梦中的人：所以你是同性恋我：什么同性恋单纯恋你罢了好土我好爱哈哈哈哈哈哈哈哈,0,0,1,0
我草都去看我草又看了一遍好看死了。。。这个世界是一个巨大的神经病和同性恋。。。,1,1,1,0
在出差的路上读完了弗洛姆的《爱的艺术》，这是年读完的第一本书。看完后我觉得这本书叫TheArtsofLiving或者TheMarxistConceptionofLove好像更合适。不喜欢这本书过于浓厚的政治意味以及非常不喜欢作者对于同性恋的狭隘理解，但还是有些收获：在寻求被爱之前首先要具备爱人的能力，获取爱的能力首先要使自己的人格得到完整的、创造性的发展（认同弗洛姆说的做到这一点首先要克服父母对自己人格上的消极的影响）。到目前为止我觉得讲爱情讲得最好的事莫罗阿的《恋爱与牺牲》,0,0,0,0
啊我不是同性恋吧我只是个爱看破文的O网页链接,0,0,1,0
那些追捧蔡依林的lgbt群体也蛮可怜的，自己的人生成了别人的营销噱头。表面上人设亚洲天后，为lgbt群体发声。实际上是这种钱赚的最漂亮。真正的发声也没必要像tag一样贴在自己的每个通稿上，商业是商业艺术是艺术，没人比你蔡姐更清楚。花了大通稿吸血前男友，人家孩子都满地跑了还在cue头低低先生和微微笑小姐绝美爱情。主题必然是同性恋的，每场演唱会营销都是现场多少奇装异服的。虽然你很爱男，但你深知如何利用性少数群体时尚单品，差点就把“我真是太伟大善良博爱啦”挂自己脑门上了。,1,1,1,1
报警了这里有同性恋啊,1,1,1,0
关注的五对拉拉博主分了三对同性恋的感情真的非常艰难所以遇到那个还靠谱的人请一定要加倍珍惜珍惜这个词我也是痛失过才明白它的份量珍惜！,0,0,1,0
可怕的同性恋！后面忘了,1,0,1,1
向暗恋了两年的老师表明情感，她没有说你要是个男的就好了而是恨自己不是同性恋，辜负了我的喜欢。喜欢你但不能干涉你的道路，老师啊，我只是希望你幸福,0,0,1,0
原来出生率低是因为同性恋率太高,0,0,0,1
完全脱离异性恋范式的爱是什么样的恋爱是什么样的浪漫情结是什么剖除男女高低里外强弱等等异性恋规则以后我还会有想与人恋爱的想法吗恋爱到底是什么喜欢到底是什么为什么想占有一个人为什么想被占有为什么会吃醋醋是什么控制欲是什么朋友和恋人的边界是什么恋人和爱人的边界是什么爱人和家人的边界是什么家人和室友的边界是什么同性恋怎么脱离异性恋范式去恋爱为什么会喜欢上一个人喜欢到底是什么暧昧又是什么完全没有男权逻辑之后还会有恋爱吗性缘关系凭什么占据人生这么大的份额恋爱到底是什么,0,0,1,0
埃博尔特，你误会我了，我和你儿子真不是你想的那种关系，刚才我在认真做实验，你儿子在我旁边锻炼，因为实验中途磁场发现变化导致位置瞬间移动，没想到把你儿子传送到我腿上来了，我好心顺便帮你儿子检查下身体才脱衣服的，我们真不是同性恋，你瞪我干什么，你再瞪我掏腰带了啊,1,0,1,1
每日一反同起床朗并读反同语录早饭服用中调药理同性恋参加反同恋性活动午饭服用中药理调同性恋朗读反同录语并午睡参反加同性活恋动给善良的同性恋中熬药助力早日康复晚饭服用中药调理性同恋听反同性恋讲座发表反同活动感言回家对我舍友进反行同性恋教育活动给我熬推中药力助摆脱同性恋,1,1,1,1
看到驾临和张小飞大家也要磕起来足够证明异性恋同性恋全都逃不过性缘脑，看到两个身体机能是人类的就联想到爱情，我对这个世界好绝望,1,1,1,0
谁允许你们银膜同性恋cos儿童节目主持人了查看图片,1,1,1,0
你们欧美圈同性恋再怎么吵我痖一出来就整整齐齐了。。。受不了你们,1,1,1,0
CK能不能出束胸。品牌奴要被自己没有品牌的束胸烫死了。请支持同性恋。,0,0,1,0
嗑游动好幸福。喜欢狗塑可以来，喜欢猫塑可以来，喜欢小妈可以来，喜欢做妈粉可以来，喜欢做梦女可以来，喜欢做嬷嬷可以来，喜欢当s可以来，喜欢当m可以来，喜欢做小三可以来，同性恋可以来。我产品受众面向全世界，牢牢拴住我。,0,0,1,0
说道同性恋，其实李佩斯也不是完全的同性恋，他给自己的定义是“Queer”而不是“gay”而且他承认男女都约会过。李佩斯告诉记者说，同性恋演员出演同性恋角色很重要，但他自己却对是否将自己归入这一类别犹豫不决。这个问题似乎让他有些困惑和惊讶。他解释说：我既和女人约会过，也和男人约会过。我不明白为什么会有人关心这个问题。我是一名演员，我表演的是角色。老实说，我不知道该怎么回答你我觉得你的问题侵犯了我的隐私。,0,0,0,0
今天才知道dj被停课的三天里已经有过吃一堆药被送去医院洗胃的经历了天哪我的同性恋宝宝们你们每天到底都在受什么苦,0,0,1,0
还有把“我想消失”翻成“我想活下去”把“同性恋”翻成“母老虎”是不是疯了啊看到的时候我都失语了gaga官方英翻你辞职吧看不起我们小糊剧是吧,1,1,1,1
 大部分男的都是精神同性恋 男的真的很爱搞兄弟大于天这一套，出事了又要老婆擦屁股，服,1,1,1,1
我在大喊我要当同性恋，我朋友递给我一盒零食说吃东西吧堵住你的嘴,0,1,0,1
“这个世界上朋友之间像同性恋，同性恋之间像精神病，精神病之间像朋友”,1,1,1,1
我发现一个事异性恋和同性恋里占到便宜的那个当然情绪稳定另一方相当于用钱换情绪价值这不就是剪布cp,0,1,1,0
真是好笑了呀你以为你是同性恋就没有顺直人土了？？,1,1,1,1
观直播有感喜迎避嫌是同性恋桌凳是同性恨,1,1,1,0
我天恐怖的同性恋。,1,1,1,0
淡淡的养胃风味浮在我的脸上你们卖腐卖得太严重了我是普通人我反对同性恋封杀同性恋,1,1,1,0
姬圈基圈这种用词就很好笑，怎么没人说直女圈直男圈的？下次变成同性恋之前记得退下你那异性恋圈。,1,0,1,1
异性恋是工作也是生活同性恋不是工作更不是生活,1,1,1,0
呃呃呃顺藤摸瓜找到劳工ins结果发现劳工已婚已育多年俩女儿一儿子比我年纪还大额额额我服了爸爸为什么我总是被老男人迷的七荤八素我真的服了我自己了真要喝中药调理一下异性恋了（没有说异性恋不好的意思（也没有说同性恋很好的意思））,0,1,1,0
不骂了下一秒这对男同性恋让我觉得坚持一切都值得LGotmeAwildestDream的微博视频,0,0,0,0
你们从美国回来的就是不一样，一会和我爸我奶谈同性恋，一会又和我说20岁可以找男女朋友了，感觉在被狂踹,0,0,1,1
 很多人都敢说，同性恋那点事比起顺直人还是小巫见大巫了,0,0,1,0
大家有没被同性死缠烂打过啊？不是那种同性恋缠着你，就是朋友之间为了占你便宜咬着你不放，我读书时期被一个己丑日的女的缠着，整天到处问别人怎么骗男人钱，被一个甲午日的外围女缠着，非常难甩掉，她那会走伤官丁酉大运，非常懂得利用人，还各种pua后面费了好大劲才撇开，以后都怕了甲午日的。,0,1,1,0
异性恋找男朋友家人可以不认同，并且还会被说恋爱脑，而同性恋出柜就得人人认同，不认同就要被指责，承认吧，有些人要的是特权而不是平权,1,1,1,1
真搞不懂磕双北的人在磕什么，命名居然是取自两个主持人被保的学校，全国最红得发粉的正能量cp，问怎么搞同性恋的时候谁都不吱声了,0,0,1,0
不管过了多久，只要一想到我那个死马前室友跑到导员那告状我是死同性恋就还是想笑,1,1,1,1
做了个性取向测试，我是性冷淡的同性恋,0,0,0,0
嗑亖我得了你俩别装了世界允许同性恋然后你俩合拍个抖就当祝我小年快乐,0,0,1,1
同性恋是工作，异性恋是生活们pro爱抖露都是工作生活分很开的。,1,1,0,1
这么一想福建以前重男轻女和同性恋文化盛行也有关系，男女比例失调，所以弱男需要依靠强男帮衬才能娶妻生子（过去福建契哥是要帮契弟筹办彩礼的）想进入繁殖赛道，先要卖个辟谷。好的，一下豁然开朗了。,0,0,0,0
#关于我和鬼变成家人的那件事#恐怖与喜剧，警匪与同性恋题材，以及直男与gay的结合。整体会给人一种很新颖的感受，与之前接触过的大部分影片都不太一样。新颖，但却不是僵硬的融合，并且在结尾处有很自然的升华。鬼片+喜剧+警匪+悬疑+lgbt+纯爱+亲情+男色#电影关于我和鬼变成家人的那件事##电影##追剧打卡#,0,0,0,0
昨天发表在《自然》杂志上的一篇文章显示，年在全球多地暴发的猴痘得到遏制，但一些地区发病下降原因不是通过猴痘疫苗接种。一些地区猴痘病例数的减小，在很大程度上是由于同性恋和双性恋男性行为的急剧变化（例如减少性伴侣的数量）。在北美，猴痘疫情于年月开始逐渐平息，当时只有不到的高危人群接种了疫苗。也就是说，抛开非性行为的密切接触传播，猴痘还是比较容易控制的。此外，行为改变只是短期抑制猴痘暴发的方案，长期来看仍需要通过专业机构（比如疾控艾防中心）与LGBTQ群体密切合作，以提高人们对行为矫正重要性的认识。一方面，通过提高疾病认知优化高风险群体的性行为渐缓疫情中的病毒传播；另一方面，推动猴痘疫苗接种尽早建立免疫屏障从而阻止再次暴发。其实，猴痘和很多性传播疾病相似，管理好性行为就能有效控制；但遗憾的是，似乎在欲望面前，任何人都难以控制。不仅是猴痘，任何性传播疾病，都要学会对性理性。,0,0,0,0
以后过年不想回家了就跟我爸说我是同性恋,0,0,0,0
想起上次去吃咖喱饭。对面桌有一对男女，应该是吃完了，女生在用牙线清洁牙齿，是那种很基础的牙线，不是牙线棒，只有线。第一感觉是心底泛起一股敬佩，甚至也想立即掏出自己口袋里的牙线，把此刻后槽牙缝里卡着的那块牛肉给痛痛快快地勒出来。但我不敢在公共场合用牙线，因为要张大嘴，面部肌肉会很夸张。敬佩之余又有些羞愧，这是不是叫做牙线羞耻？比起同性恋骄傲游行，我更希望有牙线骄傲游行，不过在公共场合使用牙线的时候需要温柔一点，避免让食物残渣被牙线弹飞出来。,0,0,1,0
明天和朋友们约了个甄嬛主题的对抗吵架密室，去的人基本一半是男同性恋，另外一半是女生，已经可以想象到这个密室有多么嘈杂了！,0,1,1,0
刚刚我妈问我三个问题我身边是不是有很多同性恋朋友？我是不是喜欢女生？我领导是不是喜欢我？这三个问题的含金量，太999足金了。我觉得她可能在哪里受刺激了。,0,0,1,1
思考了一下我为什么不是同性恋呢是因为我对和同性进行性行为没有兴趣但是爱情这个概念本身很重要吗答案是否定的为什么爱情就很重要能超越其他感情呢都是假的都是电视剧里写的事实是其他的感情完全可以超越爱情爱情就等于友情性的话那不就多了个性吗有什么特别的性缘脑不就是在强调性这个事有多重要加上性这个字的爱情就变成天下第一大事了？多么荒谬啊性就像吃饭喝水一样只是一种快感和欲望那吃饭加友情就能超越友情吗是吧所以有必要吗,0,0,1,0
弟：看这块牛肉！泛着彩光呢！我：看来这个牛是同性恋。弟：我看过科普是因为新鲜！,0,0,1,1
突然意识到我这二十四年最大的悲哀为什么我不是同性恋？,0,0,1,0
《鲁斯汀Rustin》年美国历史传记片，乔治·乌尔夫执导，讲述极富魅力的同性恋民权活动家贝亚·鲁斯丁克服重重阻碍，通过组织年的华盛顿大游行，改变了美国历史进程的故事。,0,0,0,0
我一天有十三个小时在恐男，另外十八个小时在仇富，第一个星期还有八天反同性恋，第二个星期九天反异性恋，第三个星期十天都加入光明会,1,0,1,1
在我初中的时候是这样的，异性恋情侣被棒打鸳鸯，同性恋情侣老师只敢唯唯诺诺地问，你们是什么关系？,0,1,1,0
真的气血两亏搞了一次同性恋以后需要我疗伤十年朋友们真的都有在庙里为我求平安那是很重的份量小徐争气！,1,1,1,1
可以说是曾经最喜欢的电影，恍惚发现我很喜欢的电影，黑天鹅、穆赫兰道什么什么的基本上都有同性恋元素，昨天朋友跟我说lesbian是一种比异性恋更为精神性的？好像直人会倾向于这么理解，我一开始有点不认同但是现在突然觉得在某些程度上是这样,0,0,0,0
我梦见同性恋靠近我我还以为是好闺蜜结果他们是同性恋并且爱上我了才对我那么好的妈的,0,1,1,0
我突然想起梦到那天我妈接受我是同性恋了然后我就忘了这个梦了好吧醒来还是很感动,0,0,0,0
披针形公开支持同性恋,0,0,0,0
怎么一有哪个女明星红了或者用你们的话来说是苦尽甘来翻身当大明星扬眉吐气之后就成同性恋了？特别是有些顺直女开始说好想跟贾玲谈恋爱以及自己好想变成同性恋，顺直女全死了,0,1,1,0
这几天一直在跟隔壁老王和阿秀分享爱情不分性别我说万一哪天我的灵魂伴侣是个女生我希望他们祝福我hhhh接着隔壁老王跟朋友打电话吹牛他朋友说小姑娘最好的事业是找个好老公我立马作呕大叫我不结婚我爹笑嘻嘻地回复他朋友她不结婚那只狗就是我们的孙子了哈哈哈果然比起接受我同性恋他好像更容易接受我不结婚hhhhhh,0,0,1,0
怨女有一股同性恋的气质，怪不得我总觉得他性转浑身不得劲，仔细一想原来是感觉她喜欢女的,0,0,1,0
没关系倔犟的冻游批们可以开始创作阴郁文弱同性恋小冬与阳光明媚异性恋小敏的姬恋直文学了,0,1,1,1
大眼现在每天热门不是给我推ca边就是嬷，别推了本王特么是同性恋,1,0,1,0
至少所有人对异性恋世界发问的时候我可以笃定说出我cp实锤同性恋并非臆想症发作暖暖的很贴心,0,0,1,0
狗脑子里只有姐姐也是完全宠着很可怕的同性恋,1,0,1,0
我又不是同性恋我为啥要偏爱女宝？女宝爹又不是女的我为啥不能骂？另外我恐同，无条件护女宝的我只觉得脑残，适合嫁给女宝爹同性恋做同妻,1,1,1,0
为什么我老是觉得同性恋比异性恋更真挚啊每次看的我心痒痒感叹好好啊虽然很困难但是他们的爱意依旧汹涌,0,0,1,0
真的不太懂现在的小说定位啊，有些设定就是只喜欢同性的特定的那一个人，并不喜欢其他同性，难道这就一定要算是gay吗？为什么不算是双性恋非得定义为同性恋，难道只喜欢一个同性，就必须只喜欢同性了吗不懂啊,0,0,1,0
如果什么时候再给我来一句也是想着成员们写的我会像一年前的自己一样颤抖着当不了一点梦女再轻轻地写下防弹少年团全员确诊同性恋,0,0,0,0
我是同性恋！没关系，你可以帮我当成男的哈哈哈哈哈哈哈哈哈L片乘拾的微博视频,0,0,1,1
#贾玲整容式减肥可能导致不孕不育#平均三天瘦一斤，什么概念？三天胖一斤，连续胖100斤，怕不怕？这只是提醒一下大家没有专业指导别想着暴瘦，以免造成身体不可逆损伤，然而在这些号眼里他们刻意选出“孕育”两个字，去强调自己不婚不育的立场，同时请人来点赞，给大家营造一种不婚不育的人很多的错觉，这些号的言论大多数都是在搞男女对立，宣传lgbt，居心叵测。网上殖人很多，它们有组织有目的，大家认真分辨,1,1,1,0
同性恋黑一次我霉赢一次,1,1,1,0
同性恋超话有没有人现在来，私我,0,0,0,0
之前家里有个舅舅本来一直很沉稳善良后来和一个女生私奔还骂他全家，家里人觉得他被鬼上身了就去求佛拜一拜，现在觉得有点搞笑如果哪天我出柜了我家里人会不会也觉得我是被洋鬼上身了去求佛祖保佑我不要当同性恋,1,1,1,1
广西的冬天有点像东北的秋天，不冷不热的温度。下午太阳斜挂着，照在身上暖洋洋的。我戴上帽子，把脸挡住，靠在男朋友身边，躺在草地上打盹。冬天枯黄的草地少了青草香，轻风拂过，有一丝似有似无冷的味道。我有一瞬间会想，在这个年纪，我这么悠闲的享受生活，在大自然里发呆，是不是在浪费生命？没结婚又不努力的同性恋，老了去捡垃圾吗？坐起来看着波光粼粼的流水，又看看对面沉默不语连绵的青山，心里又想，去个屁的吧，享受当下，老了自然有老了的活法。而现在阳光正好，有人爱着，挺好。,1,0,1,0
骨科上纲上线代入现实的人是要干什么，不要觉得看了骨科作品就会和血亲搞骨科呀，这谜之自信简直像对同性恋朋友说“你可千万别喜欢我！”一样。,0,1,1,1
马克龙任命34岁的教育与青年部长阿塔尔为新总理。阿塔尔成为法国最年轻的总理，也是法国首位公开的同性恋总理。,0,0,0,0
为什么兄弟。同性恋不好吗？同性恋很尴尬吗？上帝教过这个吗？操，我们都是同性恋！,0,0,1,0
一小妹那么排斥同性恋可显着她们爱那根屌了建议和满脑子是批的zng锁死,1,1,1,0
虽然恨同性恋但是理想型我还是要谈的也就一个信念了现实根本没有,1,0,1,0
中国现在世风日下，一群狗男女，一个著名个子矮主持人，还他妈同性恋,1,1,1,0
竟然不是同性恋就是非二元,1,1,1,0
她和他是朋友普通的那种。她喜欢他他不知道。她问“你同性恋么”他笑“你才同性恋呢”她问“你有女朋友么”他说“没有。”她“你有喜欢的人么”他笑“有。”她掉过头整理好了心情装作好奇地回过头。“哪位美女啊”他笑“你啊”他回答的那瞬间我感谢全世界。,0,0,0,0
其实我之前粉上宋亚轩的原因就是他看上去很像同性恋。不用担心恋爱塌房,0,0,0,0
感觉要打奶嗝放奶屁了查看图片 我却爱着一个同性恋查看图片,0,0,1,0
以前爹拿到投影仪就给我放少女时代女士嘎嘎wondergirls云云，我就是这么看着看着变成同性恋的,0,0,0,0
我愿意成为TayNick同性恋宇宙的npc,0,0,0,0
祝所有同性恋年末顺利哈！,0,0,1,0
恁儿是演同性恋电视剧出身的就别替他惦记红不红正不正的了们一股子老棺材味别熏着我狗了夸一个还得暗里贬损另一个神金吧你们,1,1,1,0
柴可夫斯基，同性恋、神经质，世界对敏感脆弱的人是残忍的。LBeWildRiver的微博视频,0,0,1,0
台湾网友：同性婚姻合法化很有必要，会影响大家的看法，让社会大众意识到有同性恋的存在。,0,0,0,0
人比人赵克强一个叫阿塔尔的小帅哥今年34岁，同性恋刚刚被任命为法国新总理赵大爷岁差点大他一倍异性恋只能当总经理,0,1,1,0
小时候比起笔记更爱搞菠萝许多，但是奈哥我一直拉不到合适的男花，怎么拉怎么男科，当时以为是奈哥太直，现在想来奈哥不是同性恋也不是异性恋，是桔梗恋,0,0,0,0
我要学袁立做慈善创立一个反同基金会以后再也不许假同性恋出现在我的眼前,1,1,1,0
钕同性恋朋友不许一上来就问我是是以及前任有关的话题，没有别的可以聊吗我请问。,0,1,1,0
我完了我做梦梦到我向一个女生表白了我跟她说我不承认我是同性恋但是我就是喜欢你。。啊啊啊啊,0,0,1,0
都说了同性恋是工作异性恋是生活,0,0,1,1
我讨厌卖腐这个词。我讨厌这个两个男的互动被认为是cp可以吸引观众去看，但与此同时大家又得是顺直男的世界。我讨厌同性恋不能摆在台面上说的不潜的潜规则。我讨厌被迫沉默。,0,0,1,0
从来不觉得网恋异地恋异国恋同性恋不靠谱不靠谱的是人不是感情,0,0,0,0
